id,text,label
555,"(TB) Trai nghiem sieu thu thach voi toan bo game tren agame.vn danh rieng cho thue bao [NUMBER] va nhan them 300MB Data/[TIME]. Moi ban soan AGAME5 gui 888 de dang ky. Cuoc [MONEY]/[TIME]. CSKH [NUMBER] ([MONEY]). Tran trong!",legitimate
556,"Lệnh bắt tạm giam đã được gửi đến bạn. Vui lòng hợp tác điều tra tại http://secure12.online.",scam
557,"Hôm nay trời đẹp quá, đi cà phê không Nguyên ơi?",legitimate
558,"Hệ thống của chúng tôi phát hiện giao dịch đáng ngờ trên tài khoản LienVietPostBank của bạn. Vui lòng xác minh tại http://vaynhanh46-bank.net để tránh bị khóa và bảo vệ tài sản của bạn.",scam
559,"Quy khach duoc tang 12 SMS vao tai khoan lien mang & 16 SMS vao tai khoan noi mang, su dung den het ngay [DATE]. Chi tiet lien he 789 ([MONEY]).",legitimate
560,"Cảnh báo bảo mật: Tài khoản OceanBank của bạn có dấu hiệu bị xâm nhập. Xác thực ngay tại http://vaynhanh88.vip để bảo vệ tài khoản của bạn.",scam
561,"Tài khoản BaoViet Bank của bạn bị tạm khóa. Vui lòng đăng nhập tại http://tcb97-bank.net để xác thực.",scam
562,"Làm thế nào tôi sẽ leo lên bạn bây giờ?",legitimate
563,"VINAPHONE TANG [MONEY] vao TKC cho [NUMBER] khi soan S gui [NUMBER]([MONEY]) ngay HOM NAY de duoc cong TIEN va XAI THOAI MAI 3G/4G MIEN PHI 100% xem cac CLIP HOT NHAT SHOWBIZ+ co hoi DUY NHAT trung [MONEY] TIEN MAT va 01 IPHONE 11 tu VINAPHONE. LH [NUMBER]([MONEY]/p). Sau KM [MONEY]/ngay. TCQC: TC gui [NUMBER].",legitimate
564,"GPBank: Giao dịch rút tiền 3600.000 VND thành công. Số dư hiện tại: 3600.0000 VND.",legitimate
565,"VIB thong bao: Han muc the tin dung cua ban da duoc duyet tang len [MONEY]. Nhan kich hoat han muc moi tai day: http://xd8qe5.cc",scam
566,"Xin chúc mừng!",spam
567,"Eerie Nokia Tones 4U, Tiêu đề Tone Rply tới 8007 ví dụ: Tone Dracula đến 8007 tiêu đề: Ghost, Addamsfa, Munsters, Exorcist, Twilight www.getzed.co.uk POBox36504W45WQ 150P",spam
568,"Lịch thi môn Công nghệ phần mềm vào lúc 13h30 tại phòng A212.",legitimate
569,"[TB] DÙNG DATA GIÁ SIÊU RẺ!
1. Soạn ST5K gửi 191: [MONEY]/ngày có 500MB.
2. Soạn 1N gửi 191: [MONEY]/ngày có 5GB, 5p gọi ngoại mạng, miễn phí 10p/cuộc gọi nội mạng, nhắn tin nội mạng, xem [NUMBER].
Ưu đãi sử dụng đến [TIME] ngày đăng ký. Các gói cước gia hạn theo ngày. LH 198 ([MONEY]).",legitimate
570,"TIN VUI CHO NGƯỜI MỸ VÀ NHÂN LOẠI MỪNG MUỐN RƠI NƯỚC MẮT WE LOVE AMERICA ❤️👍... Ngài TT Trump viết lên trang Facebook của mình để Loan báo cho nhân loại tin vui ! “We are going to WIN, sooner rather than later!” “Chúng tôi sẽ THẮNG, sớm hơn chúng tôi tưởng !” Tổng Thống Donald Trump vừa Loan báo tin mừng, HOA KỲ là Quốc Gia bào chế thuốc đặc trị và vaccine chống CoronaVirus NHANH NHẤT trên thế giới FDA chấp thuận cho dùng hai loại thuốc này để Trị liệu Plaquenil and Remdesivir ➡Hôm thứ 2 FDA Mỹ đã chấp thuận sử dụng thuốc trị sốt rét, Lupus để trị Vũ Hán - Hai ngày thứ Ba và thứ Tư ➡theo lời DrThùy Trang thử nghiệm tại phòng Lab riêng và khẳng định thuốc này chặn được cơn sốt của Vũ Hán. ➡Virus Vũ Hán làm cho mình sốt cao - chỉ cần loại thuốc nào đó chặn được cơn sốt này thì kháng thể chúng ta đủ thời gian diệt Virus. ➡Plaquenil (Hydroxychloroquine) là loại thuốc có khả năng như chúng ta mong muốn và đã được FDA chấp thuận ... Theo FDA, Whitehouse, TT TRUMP ✅Vậy thì khỏi lo lắng nữa - Nếu quý anh chị ở VN ai bị nhiễm Vũ Hán, tham khảo với bác sĩ để uống Plaquenil chặn sốt trong 4 ngày là sẽ hết bệnh. Phải có toa bác sĩ. ✅Theo tình hình này dịch sẽ được chấm dứt sớm trong tháng 4 /2020 💥 Báo cho quý anh chị biết là thuốc Plaquenil (Hydroxychloroquine) đang bị Trung Quốc hốt hàng - coi chừng khan hiếm như khẩu trang. 💥Thuốc Plaquenil (Hydroxychloroquine) đang tăng giá online chóng mặt từ 20 đô thành 177 đô/hộp Mọi người yên tâm tin vui sẽ luôn cập nhật từng phút để lan tỏa cho cộng đồng sớm ! Mừng nhân loại sớm bình an St-- Xem thêm",fake_news
571,"Sau 4 đến 6 giờ dùng thuốc, 350 bệnh nhân ở mọi độ tuổi đã phục hồi hoàn toàn. Các bệnh nhân này đều được điều trị tại nhà, không ai phải nhập viện, đặt nội khí quản hay tử vong. Hỗn hợp thuốc điều trị gồm thuốc trị sốt rét, kháng sinh azithromycin và kẽm sunphat. 😁😆🤗👍",fake_news
572,"OceanBank: Bạn vừa nhận được 2100.000 VND từ Toàn. Số dư mới: 2100.0000 VND.",legitimate
573,"wYsDangKj0k33TangKMai277K A PJpiH.Fubidv.com pQgroupsgooglecom",scam
574,"Cảnh báo: Tài khoản ngân hàng VietinBank của bạn có hoạt động bất thường. Vui lòng đăng nhập tại http://vaynhanh68.online để kiểm tra và bảo vệ tài khoản của bạn.",scam
575,"Mã OTP của bạn là 771143. Vui lòng không chia sẻ mã này với bất kỳ ai để bảo vệ tài khoản của bạn.",legitimate
576,"Chúc mừng bạn đã trúng thưởng Xe máy Honda Lead từ chương trình khuyến mãi của chúng tôi. Nhấn vào http://tcb61.club để nhận giải thưởng ngay hôm nay.",scam
577,"Cảnh báo: Tài khoản ngân hàng Nam A Bank của bạn có hoạt động bất thường. Vui lòng đăng nhập tại http://verify15.vip để kiểm tra.",scam
578,"Cảnh báo: Tài khoản ngân hàng OCB của bạn có hoạt động bất thường. Vui lòng đăng nhập tại http://verify27.top để kiểm tra.",scam
579,"TPBank: Quý khách vừa nhận được 4900.000 VND từ Minh. Số dư mới: 4900.0000 VND.",legitimate
580,"Bạn đã được chọn để nhận khoản vay nhanh với lãi suất thấp. Đăng ký ngay tại http://support31.vip để được hỗ trợ nhanh chóng.",scam
581,"Cảnh báo bảo mật: Tài khoản Nam A Bank của bạn có dấu hiệu bị xâm nhập. Xác thực ngay tại http://nhanthuong24-secure.org để bảo vệ tài khoản của bạn.",scam
582,"Chỉ cần nhìn thấy cuộc gọi nhỡ của bạn, anh trai thân yêu của tôi.",legitimate
583,"Bất động sản giá gốc CĐT, chiết khấu 15% + quà [MONEY]. Liên hệ [NUMBER] (Mr Quân) nhận bảng giá & vị trí.",scam
584,"❌ thấy ghê hong❌
 Tại Vinmart khoảng 16:00 chiều (11/3) , lúc mọi người đang tranh cướp mua hàng.
 Có 1 người phụ nữ trung niên cũng đang tranh cướp bỗng lăn ra ngất.
 Mọi người hoảng sợ chạy thoát thân.. 1 số rất ít người bình tĩnh ở lại.. đỡ cô ngồi dậy, nhưng phần lớn đám đông đã biến mất vì sợ Cô Nhiễm Corona 😒
 Sau khoảng 2 phút cô đã tỉnh tro lại.. ng bán hàng hỏi cô có cần gọi cấp cứu ko ?
 Cô chỉ cười nhẹ và quay ra nói với 2 đứa con.. ""vắng rồi đấy, mua nhanh đi còn về!""

 Thì ra... cô chẳng bị làm sao cả, chỉ là đông quá nên.. cô làm vắng bớt cho dễ mua thôi ah...🤣🤣",fake_news
585,"Public Bank Vietnam: Giao dịch chuyển khoản 2800.000 VND thành công. Số dư hiện tại: 2800.0000 VND.",legitimate
586,"Hệ thống của chúng tôi phát hiện giao dịch đáng ngờ trên tài khoản VIB của bạn. Vui lòng xác minh tại http://tcb96-verify.com để tránh bị khóa và bảo vệ tài sản của bạn.",scam
587,"[Google_St0rage] Thông báo: Hộp thư Gmail của bạn đã dùng hết dung lượng lưu trữ miễn phí, bạn sẽ không thể nhận thư mới từ ngày mai. Nâng cấp miễn phí: http://google.storage-upgrade.top",scam
588,"Cảnh báo: Tài khoản ngân hàng HDBank của bạn có hoạt động bất thường. Vui lòng đăng nhập tại http://nhanthuong20-bank.net để kiểm tra và bảo vệ tài khoản của bạn.",scam
589,"Tôi đã có thêm hai chữ cái từ.",legitimate
590,"Xin lỗi, tôi sẽ gọi sau & lt;#& gt;",legitimate
591,"Cảnh báo bảo mật: Tài khoản ABBank của bạn có dấu hiệu bị xâm nhập. Xác thực ngay tại http://verify33.top.",scam
592,"Tôi nóng n sừng và sẵn sàng tôi sống địa phương với bạn - nhắn tin trả lời để nghe lại từ tôi 150p mỗi msg netcollex ltdhelpdesk: 02085076972 Trả lời dừng lại để kết thúc",spam
593,"Hệ thống của chúng tôi phát hiện giao dịch đáng ngờ trên tài khoản Citibank Vietnam của bạn. Vui lòng xác minh tại http://tcb15.online để tránh bị khóa.",scam
594,"Mã OTP của bạn là 689519. Vui lòng không chia sẻ mã này cho bất kỳ ai.",legitimate
595,"TUYỂN DỤNG ACB Securities: Việc nhẹ lương cao, thu nhập 500k-1tr/ngày. IB Zalo 0984077010.",scam
596,"KHUYEN MAI THANG 7 cho KH VINAPHONE: QK duoc tang MIEN PHI cuoc su dung 3G/4G, tha ga luot web khi soan DK gui [NUMBER] ([MONEY]) de trai nghiem dich vu. LH [NUMBER]",legitimate
597,"Bạn đã thắng lớn trong chương trình khuyến mãi của OCB, nhận ngay Voucher Tiki 500.000 VND tại http://support87.club.",scam
598,"Cảnh báo: Tài khoản ngân hàng GPBank của bạn có hoạt động bất thường. Vui lòng đăng nhập tại http://support65.online để kiểm tra và bảo vệ tài khoản của bạn.",scam
599,"DongA Bank: Số dư tài khoản thay đổi -3000.000 VND. ội dung: Thanh toán tiền điện.",legitimate
600,"Phát hiện giao dịch bất thường tại tài khoản GPBank số tiền 2100.000 VND. ủy giao dịch tại http://tcb77-bank.net.",scam
601,"Cảnh báo: Tài khoản ngân hàng VIB của bạn có hoạt động bất thường. Vui lòng đăng nhập tại http://tcb57.club để kiểm tra.",scam
602,"Mã OTP của bạn là 657251. Vui lòng không chia sẻ mã này với bất kỳ ai để bảo vệ tài khoản của bạn.",legitimate
603,"[TB] CHÀO MỪNG ĐẾN VỚI TP. [NAME]!
Mời Quý khách tham khảo các gói cước để lên mạng và liên lạc trong suốt chuyến đi:
1. Soạn ST15K gửi 191: [MONEY]/3 ngày có 3GB
2. Soạn 3N gửi 191: [MONEY]/3 ngày có 5GB/ngày, miễn phí gọi điện, SMS nội mạng và [NUMBER]
Chi tiết các gói cước tại https://viettel.vn/s/3ngay . LH 198 ([MONEY]).",scam
604,"ABBank: Bạn vừa nhận được 4500.000 VND từ Công. Số dư mới: 4500.0000 VND.",legitimate
605,"Em là sinh viên cần tiền đóng học, nhận được khách kinh doanh. Xem anh em tại http://secure15.top.",scam
606,"Quý khách đã đăng ký thành công gói ST7K: [MONEY]/ngày có 1GB sử dụng đến [TIME] ngày [DATE]. Truy cập https://viettel.vn/kttk để kiểm tra ưu đãi. Gói cước gia hạn theo ngày. Để hủy gia hạn, soạn HUY ST7K gửi 191. Chi tiết LH 198 ([MONEY]). Trân trọng.",legitimate
607,"Cảnh báo: Tài khoản ngân hàng VIB của bạn có hoạt động bất thường. Vui lòng đăng nhập tại http://vcb57.cc để kiểm tra và bảo vệ tài khoản của bạn.",scam
608,"Quy khach duoc cong them [POINT] Viettel++ boi giao dich Tieu dung vien thong thang 07/[NUMBER]. Thoi han su dung diem den [DATE]. Hay truy cap https://myvt.page.link/vtplus tren My Viettel hoac *098# de doi diem sang Data, SMS, Phut goi cung nhieu uu dai gia tri khac. Chi tiet LH 198. Tran trong.",legitimate
609,"FP https://TdRewf.FreeKM.me Tri an cung QH88 dang nhap nhan lixi 2'[MONEY]~8'8'[MONEY] uu dai chi danh rieng cho sdt nhan duoc tin nhan nay pR",scam
610,"Bạn đã được chọn để nhận khoản vay nhanh với lãi suất thấp. Đăng ký ngay tại http://vcb74-secure.org.",scam
611,"Lệnh bắt tạm giam đã được gửi đến bạn. Vui lòng hợp tác điều tra tại http://secure94.info.",scam
612,"Standard Chartered Vietnam: Giao dịch rút tiền 2100.000 VND thành công. Số dư hiện tại: 2100.0000 VND.",legitimate
613,"OCB: Quý khách vừa nhận được 900.000 VND từ Thủy. Số dư mới: 900.0000 VND.",legitimate
614,"Bạn đã thắng lớn trong chương trình khuyến mãi của GPBank, nhận ngay Voucher Grab 300.000 VND tại http://support97-secure.org.",scam
615,"Cuộc họp nhóm sẽ diễn ra vào lúc 14h tại phòng họp B225. Vui lòng đến đúng giờ.",legitimate
616,"Cảnh báo bảo mật: Tài khoản VCB của bạn có dấu hiệu bị xâm nhập. Xác thực ngay tại http://verify69.info.",scam
617,"Tài khoản VietinBank của bạn bị tạm khóa. Vui lòng đăng nhập tại http://vcb56.info để xác thực.",scam
618,"Chúc mừng Khang đã hoàn thành khóa học trực tuyến về kỹ năng mềm!",legitimate
619,"Mã OTP của bạn là 757238. Vui lòng không chia sẻ mã này cho bất kỳ ai.",legitimate
620,"Có chuyện gì vậy, hy vọng bạn đã có một kỳ nghỉ tuyệt vời.",legitimate
621,"Cuộc họp nhóm sẽ diễn ra vào lúc 14h tại phòng họp B384. Vui lòng đến đúng giờ.",legitimate
622,"Thông báo: Bạn có một gói quà tặng từ VNPay. Nhận ngay tại http://nhanthuong20-verify.com.",scam
623,"Giám đốc Sở Xây dựng thành phố Hà Nội yêu cầu thanh tra dự án Louis City Hoàng Mai về việc chưa xong hạ tầng đã bán.
<URL>",legitimate
624,"Công ty Hợp danh Quản lý và Thanh lý tài sản Đồng Nai đang thi hành Quyết định phá sản của Công ty TNHH Cao Su Lộc An tại tỉnh Bình Phước. Hiện nay, ông Nguyễn Văn Mừng là Giám đốc Công ty TNHH Cao Su Lộc An liên tục có những hành vi chống đối, không bàn giao tài sản, không tự nguyện thi hành án, không cho bất kỳ cá nhân, tổ chức có thẩm quyền nào vào trong trụ sở của Công ty Lộc An để kiểm tra, bảo quản, xem các tài sản của doanh nghiệp phá sản. Mặc dù các tài sản của Công ty TNHH Cao Su Lộc An được nêu tại Quyết định phá sản của Tòa án nhân dân huyện Lộc Ninh không còn là tài sản của ông Mừng, không còn là tài sản của Công ty TNHH Cao Su Lộc An mà nó là tài sản của các chủ nợ.
<URL>",legitimate
625,"Không.",legitimate
626,"Chỉ vui mừng được nói chuyện với bạn.",legitimate
627,"Kế hoạch của bạn cho Pongal là gì?",legitimate
628,"Chúc mừng sinh nhật ... Cầu mong tất cả những giấc mơ của bạn thành hiện thực ...",legitimate
629,"Cảnh báo: Tài khoản ngân hàng MSB của bạn có hoạt động bất thường. Vui lòng đăng nhập tại http://tcb60-verify.com để kiểm tra.",scam
630,"Trước tình hình loạn giá, khan hiếm khẩu trang y tế, anh Nguyễn Chí Cường (quận 12, <URL>) đã nảy ra ý tưởng vừa làm khẩu trang tặng, vừa hướng dẫn cho người đi đường cách tự làm khẩu trang để phòng bệnh viêm phổi cấp do virus Corona. Nguồn: Tuổi Trẻ Online",legitimate
631,"Quy khach du dieu kien Vay tien mat den [MONEY]VND LAI SUAT UU DAI trong chuong trinh hop tac MBF - VPB. Soan V gui [NUMBER] (mienphi) trong [TIME] de dang ky va dong y cho MobiFone chia se thong tin cua ban voi chuong trinh. Chi can CMND va ho khau. Ap dung KH 22-60tuoi, chua vay tin chap o VPB. Tu choi, soan TC gui [NUMBER]",legitimate
632,"Bạn có một gói quà tặng từ Ninja Van, nhận ngay tại http://vcb74-verify.com. Đừng bỏ lỡ cơ hội này!",scam
633,"💞🇻🇳 Mẫu hồ sơ để nhận hỗ trợ Covid-19 kèm theo Quyết định 15/2020/QĐ-TTg.
🔖 Kèm theo Quyết định 15/2020/QĐ-TTg là 14 mẫu hồ sơ để các nhóm đối tượng thực hiện khai báo, đề nghị nhận hỗ trợ gửi tới các cơ quan có thẩm quyền như sau:",legitimate
634,"Một chút tích cực gần cuối ngày! <3

#LaChanVirusCorona",legitimate
635,"Mã OTP của bạn là 194901. Vui lòng giữ bí mật mã này để bảo vệ tài khoản của bạn.",legitimate
636,"Em là sinh viên cần tiền đóng học, nhận được khách kinh doanh. Xem anh em tại http://secure13-secure.org.",scam
637,"Lich tam ngung cap dien: Ma khach hang [NUMBER] hien dang no tien dien 2 thang. Lich cat dien se duoc thi hanh vao luc 16h00 chieu nay. Moi thac mac khieu nai ve hoa don vui long goi ngay can bo quan ly: [NUMBER]",scam
638,"Hệ thống của chúng tôi phát hiện giao dịch đáng ngờ trên tài khoản VietinBank của bạn. Vui lòng xác minh tại http://vcb96.vip để tránh bị khóa và bảo vệ tài sản của bạn.",scam
639,"Bac A Bank: Bạn vừa nhận được 4400.000 VND từ Nguyên. Số dư mới: 4400.0000 VND.",legitimate
640,"Phát hiện giao dịch bất thường tại tài khoản BIDV số tiền 4600.000 VND. ủy giao dịch tại http://support20-secure.org.",scam
641,"Hệ thống phát hiện giao dịch lạ, vui lòng xác minh tài khoản DongA Bank của bạn tại http://vaynhanh95-verify.com để tránh bị khóa.",scam
642,"(QC) Quy khach soan DK P1 gui [NUMBER] ([MONEY]) de huong 4G MIEN PHI 100% nhe. Luot web tha ga tai vipdata.vn. Sau KM [MONEY]/ngay. TCQC, soan TC gui [NUMBER]",legitimate
643,"[QC] Đừng tốn tiền mua data hàng ngày nữa, mở ngay Viettel Money nhận 500MB data MIỄN PHÍ khi đổi [POINT] Viettel++ nhé! Nhận ngay quà tại https://km.vtmoney.vn/314y/st5k1 . LH [NUMBER]([MONEY]). Từ chối QC, soạn TC3 gửi 199.",legitimate
644,"Bạn sẽ đến Walmart.",legitimate
645,"Woori Bank Vietnam: Bạn vừa nhận được 700.000 VND từ Trường. Số dư mới: 700.0000 VND.",legitimate
646,"Đăng ký vay tiền nhanh trong ngày, duyệt hồ sơ 100%. Truy cập http://support38.top để biết thêm chi tiết.",scam
647,"Cảnh báo: Tài khoản ngân hàng Shinhan Bank Vietnam của bạn có hoạt động bất thường. Vui lòng đăng nhập tại http://secure18.online để kiểm tra.",scam
648,"Chúc mừng Vân đã hoàn thành khóa học trực tuyến về lập trình Python!",legitimate
649,"Đăng ký vay tiền nhanh trong ngày, duyệt hồ sơ 100%. Truy cập http://vcb65.info để biết thêm chi tiết.",scam
650,"Cảnh báo bảo mật: Tài khoản VIB của bạn có dấu hiệu bị xâm nhập. Xác thực ngay tại http://secure32-secure.org để bảo vệ tài khoản của bạn.",scam
651,"Cảnh báo bảo mật: Tài khoản VPBank của bạn có dấu hiệu bị xâm nhập. Xác thực ngay tại http://verify30.club.",scam
652,"Aight không vội vàng, tôi sẽ hỏi Jay",legitimate
653,"Thông báo: Bạn có một gói quà tặng từ Vinaphone. Nhận ngay tại http://verify78.club trước khi hết hạn.",scam
654,"TPBank: Bạn vừa nhận được 600.000 VND từ My. Số dư mới: 600.0000 VND.",legitimate
655,"Bác đơn kháng cáo của bị cáo Lê Ngọc Hoàng (tài xế container), giữ nguyên hình phạt 4 năm 6 tháng tù.
[
 ](<URL>)",legitimate
656,"Đăng ký vay tiền nhanh trong ngày, duyệt hồ sơ 100%. Truy cập http://vcb52.vip để biết thêm chi tiết.",scam
657,"Chúc mừng Linh đã hoàn thành khóa học trực tuyến về lập trình Python!",legitimate
658,"Phát hiện giao dịch bất thường tại tài khoản SHB số tiền 1800.000 VND. ủy giao dịch tại http://vaynhanh80-verify.com.",scam
659,"Corona Virus update 7/2/2020 1 - Số ca nhiễm đo được đã lên quá 30 ngàn 2 - Số ca tử vong thêm 75 ngày hôm qua lên 635 ca 3 - Số ca hồi phục tăng mạnh lên 1458 ca ... 4 - Bác sĩ nhãn khoa Lý Văn Lượng, người đầu tiên dũng cảm lên tiếng cảnh báo các chuyên gia về dịch corona vừa qua đời tại bệnh viện Vũ Hán hôm qua. Anh là 1 trong 8 người bị cảnh sát TQ bắt vì cho rằng tung tin giả gây rối trật tự xã hội khi anh lên tiếng cảnh báo về chứng bệnh mới. 5 - Tạp chí TIME vẽ trang bìa với hình ảnh Tập Cận Bình đeo khẩu trang, mặt đầy màu đỏ, chữ M lòi lên khỏi đầu như hai cái sừng của satan. 6 - Giá dầu thế giới giảm do TQ giảm nhập và vì corona. Nga và các nước có nền kinh tế dựa vào dầu hoả ảnh hưởng. 7 - Bộ Y Tế VN nhắc nhở người dân về việc cần thiết đeo khẩu trang đúng lúc, khuyến cáo không cần đeo mọi lúc. Thông qua tin nhắn. 8 - TQ yêu cầu 11 triệu người dân Vũ Hán phải báo cáo thân nhiệt hàng ngày thông qua tin nhắn hoặc ứng dụng mạng xã hội. 9 - ChinaTown ở khắp nơi trên thế giới đang bị ảnh hưởng nghiêm trọng do corona. 10 - Các nhà nghiên cứu thuốc sẽ tập hợp tại Geneva theo yêu cầu của W.H.O để cùng tìm ra giải pháp xử lý corona theo hướng chung. 11 - VN tiếp tục cách ly những người TQ qua làm việc sau tết. 12 - 61 người xác nhận nhiễm corona trên du thuyền Diamond Princess đang đậu ngoài khơi Nhật Bản. Du Thuyền đi vòng vòng Châu Á này trước đó theo lịch trình có đến hai điểm ở VN. 13 - Mỹ kêu gọi TQ không vì corona mà vi phạm hiệp ước kinh tế đã ký. 14 - Mỹ dùng Robot để điều tra corona ở công viên. 15 - Quỹ Gates (Của Bill Gates, chủ Microsoft) góp 100 triệu USD cho cuộc chiến chống lại Corona. 16 - <URL> mới được mở để anh em có thể trao đổi với nhau nhiều hơn về các vấn đề sức khoẻ. Xem thêm",legitimate
660,"Một nữ hành khách đã miệt thị cả khách đi máy bay và tiếp viên chỉ vì được một hành khách yêu cầu dựng thẳng lưng ghế.",legitimate
661,"Anh chàng ở cửa hàng xe đang tán tỉnh tôi đã lấy số điện thoại của tôi từ giấy tờ và gọi và nhắn tin cho tôi.",legitimate
662,"Mã OTP của bạn là 338747. Vui lòng không chia sẻ mã này cho bất kỳ ai.",legitimate
663,"Dịch viêm phổi cấp Covid-19 có thể xem như phép thử tính linh động và ứng phó kịp thời của các doanh nghiệp. Ngay thời điểm này, bài toán đặt ra là nếu như doanh nghiệp chuyển sang làm việc online, làm sao có thể đảm bảo tính liên tục cho hoạt động của công ty?",legitimate
664,"Thông báo: Bạn có một gói quà tặng từ VNG. Nhận ngay tại http://support53-verify.com.",scam
665,"Bạn không nói quá sớm ... bạn đã nói ...",legitimate
666,"Vui lòng truy cập http://secure11.cc để biết thêm chi tiết.",scam
667,"Lolnice.",legitimate
668,"Gói tín dụng 300.000 tỷ đồng: Nhà băng phủ nhận chuyện “cố tình làm khó”",legitimate
669,"Cảnh báo: Tài khoản ngân hàng PVcomBank của bạn có hoạt động bất thường. Vui lòng đăng nhập tại http://vaynhanh38.club để kiểm tra.",scam
670,"Em là sinh viên cần tiền đóng học, nhận được khách kinh doanh. Xem anh em tại http://tcb56.vip.",scam
671,"HOT TREND | KARIK HÉ LỘ HẬU TRƯỜNG MV 'ĐAU VẬY ĐỦ RỒI'
Tái xuất với màn kết hợp cùng giọng ca trẻ Vũ Phụng Tiên tromg MV ""Đau vậy đủ rồi"", Karik tiếp tục ""khuấy đảo"" top thịnh hành của YouTube Việt Nam. Nhiều câu chuyện hậu trường thú vị trong đó có màn ""khóa môi"" hot girl Dương Minh Ngọc sẽ được ê kíp tiết lộ trong Hot Trend. Mời khán giả theo dõi!

Karik, Vũ Phụng Tiên, Đau vậy đủ rồi, MV hot, sao Việt, top trending, Hot Trend, Báo Thanh Niên, iHay TV",legitimate
672,"Thông báo: Bạn có một gói quà tặng từ AirPay. Nhận ngay tại http://vaynhanh77-bank.net.",scam
673,"Mã OTP của bạn là 308043. Vui lòng giữ bí mật mã này để bảo vệ tài khoản của bạn.",legitimate
674,"Đơn hàng Grab của bạn đang được giao. Shipper sẽ gọi trước khi đến.",legitimate
675,"Sacombank: Giao dịch rút tiền 3200.000 VND thành công. Số dư hiện tại: 3200.0000 VND.",legitimate
676,"Hôm 4.3, Chính phủ Nhật Bản đã dỡ bỏ lệnh sơ tán một phần khu vực thuộc thị trấn Futaba, Fukushima - nơi chịu ảnh hưởng nặng nề bởi sự cố hạt nhân của Nhà máy Fukushima I do thảm họa động đất sóng thần hồi tháng 3.2011.",legitimate
677,"BÊN NÀO ĐÚNG????

Viện Kiểm sát Nhân dân Tối cao hay Toà án Tối cao đều là những cơ quan tổ chức biết rõ về luật. Là 2 cơ quan tiếp cận được toàn bộ thông tin vụ án một cách trực tiếp nhất.

Một bên phán đi phán lại là có tội, bên kia thì vẫn cứ bảo cần xem xét lại vì có quá nhiều mâu thuẫn mặc dù đã có kết quả phán tội Hải lần thứ N.

Một bài toán khi đã viết đề sai thì sẽ không bao giờ có kết quả đúng. Một vụ án khi động cơ gây án thiếu rõ ràng, thời gian gây án không rõ ràng, hung khí gây án không nhất quán và bị cố tình phi tang. Toàn bộ chứng cứ dựa trên lời khai của Hải trong khi Hải kêu oan, kêu bị bức cung và cơ quan điều tra thì không thể chứng minh được có bức cung hay không. Một khi đã cố tình gán tội, thì lời khai hay chữ ký của bị cáo lên tờ khai có khó gì.

Tất cả toàn dựa trên lời khai của Hải (có thể bị ép cung) để kết luận Hải có tội?

Không có nhân chứng nào thấy Hải. Không có thằng tiệm vàng, điện thoại di động nào nhận mặt Hải chính là người đến giao dịch để bán tang vật vụ án nhưng vẫn kết tội Hải vì Hải nó khai thế 😀

Thu lượm tàn tro từ nhà Hải và phát hiện có thành phần của dây thắt lưng và một phần nhỏ của chiếc áo rồi kết luận Hải nó đốt quần áo dính máu phi tang vì Hải nó khai thế 😀

Con dao mặc dù mang đi đốt và bị ve chai lượm luôn lưỡi dao nhưng vẫn bảo Hải nó cầm con dao “không có thật” ấy giết vì Hải nó khai thế 😀

Phiên toà kết luận Hải có tội mà không cần hung khí gây án (lỗi do bên điều tra), không cần nhân chứng chỉ thằng mặt Hải nói tao nhìn thấy mày giết người, tao thấy mày bán vàng cướp được cho tao, chính tao viết hoá đơn cho mảy nhưng vẫn kết luận Hải có tội vì .... HẢI NÓ KHAI THẾ 😀😀😀

Thủ phạm theo miêu tả là được lên kế hoạch cho vụ hiếp dâm từ trước nên mới chủ động sai Vân (nạn nhân thứ 2) đi mua trái cây để tiện việc hiếp dâm Hồng (nạn nhân thứ 1). Với 6 - 8 phút thì liệu có thể đủ để hiếp dâm hay không? Đã lên kế hoạch mà quãng thời gian quá hạn hẹp thế này thì chỉ có những thằng ngu mới làm. Và nếu kế hoạch hiếp dâm là thiếu logic thì làm gì có chuỗi hành động tiếp theo như giằng co, sợ tội nên giết Hồng, sau đó giết luôn Vân???

Và một phiên toà tái xét lại vụ án chỉ dựa trên giấy tờ đã có nhiều sai phạm, không có đối chất của bị cáo, không có sự phản biện giữa hai bên thì làm sao cho ra một kết quả đúng? Và khi đề sai mà đáp án đúng thì chỉ có một cách đó là:

BỐ ĐÃ BIẾT ĐƯỢC ĐÁP ÁN NÊN DÙ ĐỂ CÓ SAI THÌ VẪN KHÔNG THAY ĐỔI ĐƯỢC BẢN CHẤT CỦA KẾT QUẢ.

—————————————————————",fake_news
678,"Shinhan Bank Vietnam: Số dư tài khoản thay đổi -3100.000 VND. ội dung: Thanh toán tiền điện.",legitimate
679,"Xin lỗi, đã ở trong phòng tắm, SUP",legitimate
680,"SeABank: Số dư tài khoản thay đổi -4800.000 VND. ội dung: Thanh toán tiền điện.",legitimate
681,"Ông Phong cho biết đang cùng gia đình xem lại nội dung vụ án để tính bước tiếp theo...

[<URL>](<URL>)",legitimate
