id,data_type,text,is_scam,category,risk_level,risk_score,source
VN_SCAM_TXT_001974,sms,"[TB] Bộ Văn hóa, Thể thao và Du lịch khuyến cáo: Trong thời gian gần đây, tình trạng một số tổ chức, cá nhân, người chuyển tải sản phẩm quảng cáo có ảnh hưởng tham gia hoạt động quảng cáo trên mạng xã hội sai sự thật, làm ảnh hưởng đến quyền lợi của người tiêu dùng. Người dân cần nâng cao cảnh giác đối với các thông tin quảng cáo, đặc biệt là quảng cáo về sữa, thuốc, thực phẩm chức năng, mỹ phẩm... để chọn lọc, đánh giá, kiểm tra chất lượng hàng hóa trước khi quyết định lựa chọn sản phẩm, hàng hóa, dịch vụ.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001975,sms,"Doi thanh cong [POINT] tieu dung Viettel++ thanh 60 MB Data. Han su dung truoc [DATE]. Tong diem tieu dung con lai trong tai khoan Viettel++ cua Quy khach la [POINT]. De kiem tra lich su doi diem va lua chon uu dai hap dan khac, vui long truy cap https://vietteltelecom.vn/vtplus. Tran trong.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001976,sms,[PUBG] mã: [NUMBER]. có hiệu lực cho [TIME].,0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001977,sms,"[QC] TẠO TÀI KHOẢN VÀ ĐĂNG NHẬP MY VIETTEL - NHẬN 10.[POINT] VIETTEL++. CT áp dụng cho thuê bao Internet, Truyền hình tạo tài khoản và đăng nhập ứng dụng My Viettel thành công tại https://viettel.vn/dangkytaikhoancd. Chi tiết LH [NUMBER] ([MONEY]). Từ chối QC, soạn TC3 gửi 199.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001978,sms,"[QC] Tham gia chương trình Săn kho báu cùng Viettel trên Zalo tại https://viettel.vn/zalo/sankhobau và nhận ngay hàng ngàn quà tặng hấp dẫn (data, ưu đãi giảm giá…) với tổng giá trị đến 75 tỷ đồng. Chi tiết LH 198 ([MONEY]). Từ chối QC soạn TC3 gửi 199.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001979,sms,"Quy khach duoc cong them 1.[POINT] Viettel++ boi giao dich Tieu dung vien thong thang 05/[NUMBER]. Thoi han su dung diem den [DATE]. Hay truy cap https://vietteltelecom.vn/vtplus tren My Viettel hoac *098# de doi diem sang Data, SMS, Phut goi cung nhieu uu dai gia tri khac. Chi tiet LH 198. Tran trong.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001980,sms,"Quy khach da duoc thanh toan [MONEY] tu nhan vien [NUMBER], Ngay GD: [DATE] [TIME]. Ma GD 250606639203713. LH [NUMBER] ([MONEY]). Tran trong.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001981,sms,Quy khach da dang ky thanh cong goi ST60N: [MONEY]/30 ngay co 60GB (2GB/ngay). Goi cuoc gia han sau 30 ngay. Truy cap https://viettel.vn/kttk de kiem tra uu dai. Chi tiet LH 198 ([MONEY]). Tran trong.,0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001982,sms,"Tai khoan cua Quy khach sap het. Soan UT hoac Y gui [NUMBER] de xac nhan cong [MONEY] vao tai khoan (cuoc DV [MONEY]). De cong muc thap hon, soan UTx gui [NUMBER] (x la boi so cua 5) hoac bam 1588sodienthoai de yeu cau nguoi nghe la thue bao Viettel tra phi cuoc goi. Chi tiet soan HD gui [NUMBER] hoac LH [NUMBER] ([MONEY]). Xin cam on.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001983,sms,Tai khoan goc cua ban con duoi [MONEY]! Ban duoc MIEN PHI 100% LUU LUONG DATA khi truy cap App Viettel Money + HOAN TIEN [MONEY] khi nap dien thoai [MONEY] tren Viettel Money. Mo App nap ngay tai https://viettelmoney.go.link/7gQxR . Vui long duy tri ket noi mang de dam bao qua trinh truy cap App Viettel Money khong bi gian doan.,0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001984,sms,"Tai khoan cua Quy khach sap het. Soan: 1 gui 211 de cong [TIME] noi mang ([MONEY]/p), su dung trong 15 ngay 2 gui 211 de cong [TIME] ngoai mang ([MONEY]/p), su dung trong 15 ngay 3 gui 211 de cong 100 tin nhan noi mang ([MONEY]/tin), su dung trong 15 ngay 4 gui 211 de cong 20 tin nhan ngoai mang ([MONEY]/tin), su dung trong 7 ngay 5 gui 211 de cong 3.072 MB data voi gia [MONEY], su dung trong 7 ngay Chi tiet LH [NUMBER] (mien phi).",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001985,sms,"[QC] 20h00 ngày 10/6: Việt Nam quyết đấu với Malaysia vì tấm vé Asian Cup. Những chiến binh Sao Vàng sẽ ra sân với tinh thần quyết tâm cao nhất, cống hiến hết mình vì màu cờ sắc áo. Hãy cùng nhau tiếp lửa, cổ vũ cho đội tuyển Việt Nam trên hành trình chinh phục mục tiêu lớn! Đón xem trận đấu trên [NUMBER] tại https://tv360.vn/ . Chi tiết LH [NUMBER] ([MONEY]). Từ chối QC, soạn TC4 gửi 199.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001986,sms,"[QC] TẶNG 10.[POINT] VIETTEL++ KHI ĐĂNG KÝ TÀI KHOẢN MY VIETTEL. CT áp dụng cho thuê bao di động tạo tài khoản lần đầu và đăng nhập ứng dụng My Viettel thành công tại https://viettel.vn/dangkytaikhoan. Chi tiết LH 198 ([MONEY]). Từ chối QC, soạn TC3 gửi 199.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001987,sms,"[TB] CHỈ [MONEY]/tháng - gọi điện, lướt mạng thả ga với V120K: Có 1,5GB/ngày, 50p ngoại mạng, miễn phí 20p/cuộc nội mạng. Gói cước gia hạn theo tháng. CT áp dụng cho thuê bao chuyển trả sau qua ứng dụng My Viettel tại https://myvt.page.link/chuyentrasau . LH 198 ([MONEY]).",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001988,sms,"[TB] Toàn dân tích cực hưởng ứng Tháng hành động phòng, chống ma túy (tháng 6), Ngày quốc tế phòng, chống ma túy và Ngày toàn dân phòng, chống ma túy (ngày 26/6).",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001989,sms,"[QC] Thưởng thức các siêu phẩm điện ảnh: Na Tra (Ma Đồng Giáng Thế, Hổ Cánh Cụt Và Biệt Đội Rừng Xanh 2), Bé Trứng (Náo Loạn Châu Phi) cùng hàng loạt phim bom tấn của Galaxy Play trên [NUMBER] tại https://tv360.vn/page/galaxy - Không mất phí data 5G/4G. Soạn DK GA1 để đăng ký gói Galaxy Mobile ([MONEY]/30 ngày). DV gia hạn sau 30 ngày. LH [NUMBER] ([MONEY]). Từ chối QC, soạn TC4 gửi 199.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001990,sms,"[QC] Thang nay het tien? VAY NGAN NGAY den [MONEY] dong sau [TIME], chi can CCCD. Tra gop 30-45 ngay. Dang ky online voi Viettel Money: https://viettelmoney.go.link/bY18O .Chi tiet LH [NUMBER] ([MONEY]). Tu choi QC, soan TC3 gui 199.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001991,sms,"Tai khoan cua Quy khach sap het, soan UT hoac Y gui [NUMBER] (trong vong [TIME]) de duoc cong [MONEY], su dung trong [TIME] tu DV Fast Airtime. Tai khoan cong se duoc tru khi Quy khach nap the. Tai khoan cong chua su dung het se bi huy khi het thoi gian su dung (Tai khoan cong chi su dung goi, nhan tin noi mang va ngoai mang). Tu choi nhan tin nhan, soan TC gui [NUMBER]. Chi tiet LH [NUMBER] (mien phi).",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001992,sms,"Tai khoan cua Quy khach sap het, soan UT gui [NUMBER] (trong vong [TIME]) de duoc cong [MONEY], su dung trong [TIME] tu DV Fast Airtime. Tai khoan cong se duoc tru khi Quy khach nap the. Tai khoan cong chua su dung het se bi huy khi het thoi gian su dung (Tai khoan cong chi su dung goi, nhan tin noi mang va ngoai mang). Tu choi nhan tin nhan, soan TC gui [NUMBER]. Chi tiet LH [NUMBER] (mien phi).",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001993,sms,"[QC] XEM PHIM CẢ THÁNG VỚI GÓI V CINE TRÊN [NUMBER]. Soạn DK PH gửi [NUMBER] để xem toàn bộ kho phim hấp dẫn, các phim bộ mới nhất và gần 160 kênh truyền hình tại https://tv360.vn/ với 100% data tốc độ cao. Cước phí [MONEY]/30 ngày, gia hạn sau 30 ngày. Chi tiết LH 198 ([MONEY]). Từ chối QC, soạn TC4 gửi 199.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001994,sms,"[QC] Vay nhanh [TIME] - [MONEY] dong ve tay. Chi can CCCD, tra gop den 24 thang. Lai suat uu dai. Dang ky online voi Viettel Money: https://viettelmoney.go.link/5UxXz .Chi tiet LH [NUMBER] ([MONEY]). Tu choi QC, soan TC3 gui 199.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001995,sms,[TB] Chung một quyết tâm - Hãy hành động vì cộng đồng không ma tuý.,0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001996,sms,"Ban co the qua NAP DIEN THOAI MIEN PHI [MONEY] trong MoMo, het han 30/6. Mo Vi > UU DAI > QUA CUA TOI dung ngay!",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001997,sms,"[TB] Tham gia phòng, chống ma túy là bảo vệ chính bạn, gia đình và xã hội - Vì tương lai tốt đẹp.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001998,sms,"Ban co [MONEY] qua Nap Dien Thoai & [MONEY] qua khac trong MoMo, het han 30/6. Mo Vi > UU DAI > QUA CUA TOI dung ngay!",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_001999,sms,"[QC] Giải trí với chương trình truyền hình thực tế [NAME] - độc quyền phát sóng vòng sơ loại trên [NUMBER] tại http://s.viettel.vn/s3hOgZ . Chi tiết LH [NUMBER] ([MONEY]). Từ chối QC, soạn TC4 gửi 199.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002000,sms,"Viettel TB: Từ [TIME]-[TIME] ngày [DATE], gói ST60N sẽ gia hạn. Cước phí [MONEY]/30 ngày có 60GB (2GB/ngày). Quý khách đảm bảo thuê bao hoạt động 2 chiều và đủ tiền để gói cước gia hạn thành công. Nếu tài khoản không đủ, gói cước sẽ gia hạn tương ứng với số tiền còn lại, tối thiểu [MONEY] (không áp dụng với thuê bao không gia hạn đủ 100% cước phí gói trong 60 ngày). Chiết khấu 2,5% khi nạp thẻ tại https://viettel.vn/nt. Để hủy gia hạn, soạn HUY gửi 191. LH 198 ([MONEY]). Trân trọng.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002001,sms,"Viettel TB: Quý khách đã sử dụng hết lưu lượng data trong ngày của gói ST60N. Để mua thêm, truy cập https://viettel.vn/goidata hoặc bấm gọi *098#. Chi tiết LH 198 ([MONEY]). Trân trọng.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002002,sms,"Viettel TB: Gói ST60N gia hạn không thành công. Gói cước sẽ được khôi phục khi thuê bao hoạt động 2 chiều và có đủ [MONEY]. Thời gian chờ khôi phục trước ngày [DATE]. Nếu tài khoản gốc không đủ, gói cước sẽ được khôi phục tương ứng với số tiền còn lại, tối thiểu [MONEY] (không áp dụng với thuê bao không gia hạn đủ 100% cước phí gói trong 60 ngày gần đây). Để hủy khôi phục, soạn HUY gửi 191. Chi tiết LH 198 ([MONEY]). Trân trọng.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002003,sms,"Moi Quy khach soan tin de tham gia cong MB data. Soan: 5 gui 211 de cong 3.072 MB data voi gia [MONEY], su dung trong 7 ngay De cong tai nguyen khac, soan: 1 gui 211 de cong [TIME] noi mang ([MONEY]/p), su dung trong 15 ngay 2 gui 211 de cong [TIME] ngoai mang ([MONEY]/p), su dung trong 15 ngay 3 gui 211 de cong 100 tin nhan noi mang ([MONEY]/tin), su dung trong 15 ngay 4 gui 211 de cong 20 tin nhan ngoai mang ([MONEY]/tin), su dung trong 7 ngay Chi tiet LH [NUMBER] (mien phi).",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002004,sms,"Nhap ma xac thuc OTP 9021 de Dang nhap tren ung dung My Viettel. Chi tiet LH [NUMBER] ([MONEY]) hoac truy cap https://viettel.vn/app. De dam bao an toan cho tai khoan cua Quy khach, vui long khong chia se ma xac thuc nay voi bat ky ai.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002005,sms,"Quy khach da duoc thanh toan [MONEY] tu nhan vien [NUMBER], Ngay GD: [DATE] [TIME]. Ma GD 250706644620068. LH [NUMBER] ([MONEY]). Tran trong.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002006,sms,"Quy khach da duoc thanh toan [MONEY] tu nhan vien [NUMBER], Ngay GD: [DATE] [TIME]. Ma GD 250706643916506. LH [NUMBER] ([MONEY]). Tran trong.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002007,sms,"[TB] DATA THẢ GA CHỈ VỚI [MONEY]! 1. Soạn 5G10 gửi 191: [MONEY]/ngày có 6GB 2. Soạn 1N gửi 191: [MONEY]/ngày có 5GB, [TIME] gọi ngoại mạng, miễn phí 10p/cuộc gọi nội mạng, SMS nội mạng và xem [NUMBER] Gói cước gia hạn khi hết chu kỳ. Chi tiết LH 198 ([MONEY]).",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002008,sms,Tai khoan cua Quy khach sap het. Soan UT gui [NUMBER] de xac nhan cong [MONEY] vao tai khoan (cuoc DV [MONEY]). Chi tiet LH [NUMBER] (mien phi).,0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002009,sms,"Moi Quy khach soan tin de tham gia cong MB data. Soan 5 gui 211 de cong 3.072 MB data voi gia [MONEY], su dung trong 7 ngay De cong tai nguyen khac, soan: 1 gui 211 de cong [TIME] noi mang ([MONEY]/p), su dung trong 15 ngay 2 gui 211 de cong [TIME] ngoai mang ([MONEY]/p), su dung trong 15 ngay 3 gui 211 de cong 100 tin nhan noi mang ([MONEY]/tin), su dung trong 15 ngay 4 gui 211 de cong 20 tin nhan ngoai mang ([MONEY]/tin), su dung trong 7 ngay Chi tiet LH [NUMBER] (mien phi).",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002010,sms,"[QC] Vay nhanh den [MONEY] dong voi TIN VAY tren Viettel Money. Chi can CCCD, thu tuc online 100%. Dang ky ngay: https://viettelmoney.go.link/1bPTU .Chi tiet LH [NUMBER] ([MONEY]). Tu choi QC, soan TC3 gui 199.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002011,sms,"[CẢNH BÁO] Cục An ninh mạng và Phòng, chống tội phạm sử dụng công nghệ cao cảnh báo: Xuất hiện tình trạng lừa đảo, giả mạo lực lượng chức năng xã/phường... thông báo về việc sắp xếp đơn vị hành chính mới trên cả nước. Các đối tượng yêu cầu người dân truy cập đường dẫn hoặc cài ứng dụng VNeID giả mạo chứa mã độc, dụ dỗ người dân để lấy mã OTP tài khoản ngân hàng hoặc dữ liệu sinh trắc học nhằm chiếm đoạt tài sản. Người dân cần cảnh giác, không làm theo các yêu cầu qua điện thoại, chỉ thực hiện cập nhật thông tin trực tiếp tại Công an xã/phường nơi sinh sống; trình báo đến cơ quan Công an nơi gần nhất để được hướng dẫn.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002012,sms,"[TB] QUÀ ĐẬM SÂU, KHÔNG ĐÂU CÓ! Soạn SD70 gửi 191: [MONEY]/30 ngày có 30GB (1GB/ngày). Gói cước gia hạn sau 30 ngày. Tặng thêm 7 ngày miễn phí data truy cập TikTok (tối đa 25GB) cho lần đăng ký đầu tiên trước ngày 31/07 của Quý khách. LH 198 ([MONEY]).",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002013,sms,"(QC) Ban yeu thich kinh doanh? Ban muon san pham, DV duoc quang cao den Khach hang don gian nhat, hieu qua nhat, tiet kiem nhat? DV Nhac cho doanh nghiep chinh la ban dong hanh cua Ban - giai phap toi uu dua san pham, DV den gan Khach hang. Soan DN gui [NUMBER] ([MONEY]) hoac truy cap http://doanhnghiep.imuzik.vn de nhan vien Viettel lien he tu van tao ban nhac cho hap dan nhat. Cuoc DV tu [MONEY]/30 ngay/thue bao, phi khoi tao [MONEY]. LH [NUMBER] ([MONEY]). Tu choi QC, soan TC4 gui 199.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002014,sms,"Moi Quy khach soan tin de tham gia DV Data Plus: 1 gui [NUMBER] de cong 2048MB (cuoc [MONEY], su dung trong 5 ngay). 2 gui [NUMBER] de cong 1024MB (cuoc [MONEY], su dung trong vong [TIME] sau khi cong). Tin nhan co hieu luc trong [TIME]. Chi tiet LH [NUMBER] (mien phi).",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002015,sms,[TB] ĐỪNG ĐỂ GIÁN ĐOẠN DATA 1. Soạn ST7K gửi 191: [MONEY] có 1GB 2. Soạn 5G10 gửi 191: [MONEY] có 6GB Ưu đãi sử dụng đến [TIME] ngày đăng ký. Các gói cước gia hạn theo ngày. Chi tiết LH 198 ([MONEY]).,0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002016,sms,"Moi Quy khach soan tin de tham gia cong MB data. Soan: 5 gui 211 de cong 2.048 MB data voi gia [MONEY], su dung trong 5 ngay De cong tai nguyen khac, soan: 1 gui 211 de cong [TIME] noi mang ([MONEY]/p), su dung trong 15 ngay 2 gui 211 de cong [TIME] ngoai mang ([MONEY]/p), su dung trong 7 ngay 3 gui 211 de cong 100 tin nhan noi mang ([MONEY]/tin), su dung trong 15 ngay 4 gui 211 de cong 20 tin nhan ngoai mang ([MONEY]/tin), su dung trong 7 ngay Chi tiet LH [NUMBER] (mien phi).",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002017,sms,"[QC] Vay nhanh [TIME] - [MONEY] dong ve tay. Chi can CCCD, tra gop den 24 thang. Lai suat uu dai. Dang ky online voi Viettel Money: https://viettelmoney.go.link/Ngdub.Chi tiet LH [NUMBER] ([MONEY]). Tu choi QC, soan TC3 gui 199.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002018,sms,VNG: Activation code [NUMBER] is used for VNGGames authentication,0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002019,sms,"[QC] SALE 20%: Gói xịn, Giá hời. Soạn 3N gửi 191: [MONEY]/3 ngày (giá gốc [MONEY]) có 15GB (5GB/ngày), 15p gọi ngoại mạng, miễn phí 10p/cuộc gọi nội mạng, nhắn tin nội mạng, xem [NUMBER]. Gói cước gia hạn với giá gốc sau 3 ngày. CT áp dụng với lần đăng ký đầu tiên trước 16/07 cho TB nhận được tin nhắn. LH 198 ([MONEY]). Từ chối QC, soạn TC4 gửi 199.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002020,sms,"[CẢNH BÁO] Cục An ninh mạng và Phòng, chống tội phạm sử dụng công nghệ cao cảnh báo: Xuất hiện tình trạng lừa đảo, giả mạo doanh nghiệp lữ hành, cơ sở lưu trú, khách sạn, khu nghỉ dưỡng... quảng cáo thông tin về các chương trình du lịch. Người dân khi có nhu cầu tìm kiếm tour du lịch, đặt phòng khách sạn… thông qua mạng xã hội cần kiểm tra kỹ tính minh bạch của trang, lịch sử đổi tên, quốc gia của quản trị viên. Nếu thấy tài khoản mới được tạo lập hoặc mới đổi tên cần cảnh giác, kiểm tra kỹ thông tin từ nhiều nguồn khác nhau.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002021,sms,"[KHAO SAT] VIETTEL kinh moi Quy khach danh gia chat luong dich vu: Quy khach co san sang gioi thieu UNG DUNG [NUMBER] voi nguoi than va ban be? Vui long nhap so diem tu 0 den 10 (0-6: khong gioi thieu, 7-8: co kha nang gioi thieu, 9-10: san sang gioi thieu) va phan hoi lai tin nhan nay (mien phi).",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002022,sms,"[QC] Lào - Việt Nam: [TIME] ngày 19/7. U23 Việt Nam chính thức ra quân. Soạn 5GVS12 gửi 191: [MONEY]/ngày có: - 6GB data - Xem thể thao và truyền hình trên [NUMBER] không tốn data tại https://tv360.vn . Ưu đãi sử dụng đến [TIME] ngày đăng ký, gia hạn theo ngày. LH [NUMBER] ([MONEY]). Từ chối QC, soạn TC4 gửi 199.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002023,sms,"[TB] NẠP THẺ ĐỦ ĐẦY - DATA XÀI NGAY! Tặng 20% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong ngày [DATE]. Tiền KM sử dụng truy cập Internet trong 15 ngày. Nạp thẻ online tại các ví điện tử, ứng dụng thanh toán hoặc tại https://viettel.vn/naptienkm . Chi tiết gọi 198 bấm phím 8 ([MONEY]). Trân trọng.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002024,sms,"[QC] Chỉ với [MONEY] - Cần chi wifi! Soạn 1N gửi 191: Chỉ [MONEY] (giá gốc [MONEY]), có 5GB, [TIME] gọi ngoại mạng, miễn phí 10p/cuộc gọi nội mạng, SMS nội mạng, xem [NUMBER]. Ưu đãi sử dụng đến [TIME] ngày đăng ký, gói cước gia hạn theo ngày với giá gốc. CT áp dụng với lần đăng ký đầu tiên trước 31/07 cho TB nhận được tin nhắn. LH 198 ([MONEY]). Từ chối QC, soạn TC4 gửi 199.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002025,sms,"[TB] Toàn dân tích cực tham gia phòng, chống mua bán người. Khi phát hiện dấu hiệu liên quan đến mua bán người, hãy thông báo ngay cho cơ quan Công an gần nhất hoặc Tổng đài quốc gia 111 để được tư vấn, hỗ trợ, hướng dẫn kịp thời.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002026,sms,[TB] Tien ich Loi nhan thoai cua Viettel: Quy khach co cuoc goi nho tu TB [NUMBER] vao luc [TIME] 01/08/25.,0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002027,sms,"[QC] TẠO TÀI KHOẢN VÀ ĐĂNG NHẬP MY VIETTEL - NHẬN 10.[POINT] VIETTEL++. CT áp dụng cho thuê bao Internet, Truyền hình tạo tài khoản và đăng nhập ứng dụng My Viettel thành công tại https://myviettel.go.link/fVdKW. Điểm tặng sẽ được lưu trong ví voucher trên ứng dụng My Viettel. Chi tiết LH [NUMBER] ([MONEY]). Từ chối QC, soạn TC3 gửi 199.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002028,sms,"[TB] LÊN MẠNG, GỌI ĐIỆN THẢ GA! 1. Soạn V90B gửi 191: [MONEY]/30 ngày có 30GB (1GB/ngày), 30p gọi ngoại mạng, miễn phí 10p/cuộc gọi nội mạng 2. Soạn SD70 gửi 191: [MONEY]/30 ngày có 30GB (1GB/ngày) Gói cước gia hạn sau 30 ngày. CT dành riêng cho Quý khách. LH 198 ([MONEY]).",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002029,sms,"[QC] Thay đổi địa chỉ lắp đặt của thuê bao Internet, Truyền hình trên My Viettel đơn giản, dễ dàng, không mất thời gian ra cửa hàng. Truy cập https://myviettel.go.link/ibhUf để trải nghiệm dịch vụ. Chi tiết LH [NUMBER] ([MONEY]). Từ chối QC, soạn TC3 gửi 199.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002030,sms,"Quy khach da duoc thanh toan [MONEY] tu nhan vien [NUMBER], Ngay GD: [DATE] [TIME]. Ma GD 250805646239050. LH [NUMBER] ([MONEY]). Tran trong.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002031,sms,Viettel TB: Gói ST60N đã khôi phục thành công. Cước phí [MONEY] có 2GB/ngày; ưu đãi sử dụng đến [DATE]. Quý khách nạp thêm [MONEY] trước [TIME] ngày [DATE] để tiếp tục sử dụng ưu đãi gói cước. Truy cập https://viettel.vn/kttk để kiểm tra ưu đãi. Chi tiết LH 198 ([MONEY]). Trân trọng.,0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002032,sms,"Quy khach da duoc thanh toan [MONEY] tu nhan vien [NUMBER], Ngay GD: [DATE] [TIME]. Ma GD 250805647054476. LH [NUMBER] ([MONEY]). Tran trong.",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002033,sms,Viettel TB: Gói ST60N đã được gia hạn sử dụng đến ngày [DATE] với cước phí [MONEY]. Truy cập https://viettel.vn/kttk để kiểm tra ưu đãi. Chi tiết LH 198 ([MONEY]). Trân trọng.,0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002034,sms,"Moi Quy khach soan tin de tham gia DV Data Plus: 1 gui [NUMBER] de cong 3072MB (cuoc [MONEY], su dung trong 7 ngay). 2 gui [NUMBER] de cong 2048MB (cuoc [MONEY], su dung trong vong [TIME] sau khi cong). Tin nhan co hieu luc trong [TIME]. Chi tiet LH [NUMBER] (mien phi).",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
VN_SCAM_TXT_002035,sms,"Moi Quy khach soan tin de tham gia cong MB data. Soan 5 gui 211 de cong 2.048 MB data voi gia [MONEY], su dung trong 5 ngay De cong tai nguyen khac, soan: 1 gui 211 de cong [TIME] noi mang ([MONEY]/p), su dung trong 15 ngay 2 gui 211 de cong [TIME] ngoai mang ([MONEY]/p), su dung trong 7 ngay 3 gui 211 de cong 100 tin nhan noi mang ([MONEY]/tin), su dung trong 15 ngay 4 gui 211 de cong 20 tin nhan ngoai mang ([MONEY]/tin), su dung trong 7 ngay Chi tiet LH [NUMBER] (mien phi).",0,legitimate_message,SAFE,0.02,ext_vietnamese_sms_dataset
